"case_key","scenario_key","scope_label","block","root_kind","family","tau_label","fit_size","prior_semantics","inference","model","method_id","selected_pool","selected_pool_group","selected_candidate","selected_variant_tag","selected_source_subtype","gate_overall","healthy","runtime_sec","diagnostic_source_type","signoff_reason","selection_reason","selected_fit_path_rel","selected_health_path_rel","selected_summary_path_rel"
"static_shrink::laplace::0p95::1000::ridge::exal::mcmc","static_shrink::laplace::0p95::1000::ridge","root__static_shrink__laplace__tau_0p95__tt_1000__ridge","static_shrink","static_shrink","laplace","0p95",1000,"ridge","mcmc","exal","mcmc__exal","syncedbase_targeted_followup_20260407","promoted","row_0012","orig288_sync0p4p0_followup_20260407","phase1_static_exal_primary","PASS",TRUE,61.591,"candidate_health_csv","","Promote synced-base targeted follow-up row row_0012 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/mcmc/mcmc_exal_tau_0p95_fit_orig288_sync0p4p0_followup_20260407_row204_rhsns_current.rds","tools/merge_reports/full288_original288_syncedbase_targeted_followup_20260407/health/health_0012.csv","tools/merge_reports/full288_original288_syncedbase_targeted_followup_20260407/health/health_0012.csv"
"static_shrink::laplace::0p95::1000::ridge::al::vb","static_shrink::laplace::0p95::1000::ridge","root__static_shrink__laplace__tau_0p95__tt_1000__ridge","static_shrink","static_shrink","laplace","0p95",1000,"ridge","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_al_tau_0p95_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv",""
"static_shrink::laplace::0p95::1000::ridge::exal::vb","static_shrink::laplace::0p95::1000::ridge","root__static_shrink__laplace__tau_0p95__tt_1000__ridge","static_shrink","static_shrink","laplace","0p95",1000,"ridge","vb","exal","vb__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,11.213,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_exal_tau_0p95_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_shrink::normal::0p05::100::rhs::al::mcmc","static_shrink::normal::0p05::100::rhs","root__static_shrink__normal__tau_0p05__tt_100__rhs","static_shrink","static_shrink","normal","0p05",100,"rhs","mcmc","al","mcmc__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","adequate_chain_length; acceptable_ess_acf_geweke_drift","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/mcmc/mcmc_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv",""
"static_shrink::normal::0p05::100::rhs::exal::mcmc","static_shrink::normal::0p05::100::rhs","root__static_shrink__normal__tau_0p05__tt_100__rhs","static_shrink","static_shrink","normal","0p05",100,"rhs","mcmc","exal","mcmc__exal","baseline_original","baseline","baseline","baseline","baseline_original","WARN",TRUE,,"method_signoff_long","chain_marginal_but_usable","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv",""
"static_shrink::normal::0p05::100::rhs::al::vb","static_shrink::normal::0p05::100::rhs","root__static_shrink__normal__tau_0p05__tt_100__rhs","static_shrink","static_shrink","normal","0p05",100,"rhs","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/tables/method_signoff_long.csv",""
"static_shrink::normal::0p05::100::rhs::exal::vb","static_shrink::normal::0p05::100::rhs","root__static_shrink__normal__tau_0p05__tt_100__rhs","static_shrink","static_shrink","normal","0p05",100,"rhs","vb","exal","vb__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,12.375,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100/fits/vb/vb_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_shrink::normal::0p05::100::ridge::al::mcmc","static_shrink::normal::0p05::100::ridge","root__static_shrink__normal__tau_0p05__tt_100__ridge","static_shrink","static_shrink","normal","0p05",100,"ridge","mcmc","al","mcmc__al","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,7.187,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/mcmc/mcmc_al_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_shrink::normal::0p05::100::ridge::exal::mcmc","static_shrink::normal::0p05::100::ridge","root__static_shrink__normal__tau_0p05__tt_100__ridge","static_shrink","static_shrink","normal","0p05",100,"ridge","mcmc","exal","mcmc__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","WARN",TRUE,28.692,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it upgraded the original FAIL baseline to `WARN` with explicit health evidence.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_shrink::normal::0p05::100::ridge::al::vb","static_shrink::normal::0p05::100::ridge","root__static_shrink__normal__tau_0p05__tt_100__ridge","static_shrink","static_shrink","normal","0p05",100,"ridge","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/tables/method_signoff_long.csv",""
"static_shrink::normal::0p05::100::ridge::exal::vb","static_shrink::normal::0p05::100::ridge","root__static_shrink__normal__tau_0p05__tt_100__ridge","static_shrink","static_shrink","normal","0p05",100,"ridge","vb","exal","vb__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,11.315,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100/fits/vb/vb_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_shrink::normal::0p05::1000::rhs::al::mcmc","static_shrink::normal::0p05::1000::rhs","root__static_shrink__normal__tau_0p05__tt_1000__rhs","static_shrink","static_shrink","normal","0p05",1000,"rhs","mcmc","al","mcmc__al","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,9.323,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/mcmc/mcmc_al_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_shrink::normal::0p05::1000::rhs::exal::mcmc","static_shrink::normal::0p05::1000::rhs","root__static_shrink__normal__tau_0p05__tt_1000__rhs","static_shrink","static_shrink","normal","0p05",1000,"rhs","mcmc","exal","mcmc__exal","syncedbase_faithful_replay_20260407","promoted","row_0244","orig288_sync0p4p0_faithful_20260407","phase4_static_shrink_rhsns_mcmc","PASS",TRUE,61.393,"candidate_health_csv","","Promote synced-base faithful replay row row_0244 after improving accepted carry-forward from WARN to PASS on the updated 0.4.0 base.","results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_sync0p4p0_faithful_20260407.rds","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0244.csv","tools/merge_reports/full288_original288_syncedbase_faithful_replay_20260407/health/health_0244.csv"
"static_shrink::normal::0p05::1000::rhs::al::vb","static_shrink::normal::0p05::1000::rhs","root__static_shrink__normal__tau_0p05__tt_1000__rhs","static_shrink","static_shrink","normal","0p05",1000,"rhs","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/tables/method_signoff_long.csv",""
"static_shrink::normal::0p05::1000::rhs::exal::vb","static_shrink::normal::0p05::1000::rhs","root__static_shrink__normal__tau_0p05__tt_1000__rhs","static_shrink","static_shrink","normal","0p05",1000,"rhs","vb","exal","vb__exal","static_refresh_compact","promoted","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329","current_rhsns_impl_refresh","PASS",TRUE,15.989,"candidate_health_csv","","Promoted `rhsns_impl_refresh_20260329` because it improved the original baseline gate from `WARN` to `PASS`.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000/fits/vb/vb_exal_tau_0p05_fit_rhsns_impl_refresh_20260329.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_rhsns_impl_refresh_20260329/health_compact_20260329_114727.csv"
"static_shrink::normal::0p05::1000::ridge::al::mcmc","static_shrink::normal::0p05::1000::ridge","root__static_shrink__normal__tau_0p05__tt_1000__ridge","static_shrink","static_shrink","normal","0p05",1000,"ridge","mcmc","al","mcmc__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","adequate_chain_length; acceptable_ess_acf_geweke_drift","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/mcmc/mcmc_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv",""
"static_shrink::normal::0p05::1000::ridge::exal::mcmc","static_shrink::normal::0p05::1000::ridge","root__static_shrink__normal__tau_0p05__tt_1000__ridge","static_shrink","static_shrink","normal","0p05",1000,"ridge","mcmc","exal","mcmc__exal","hybrid_291_selection","promoted","F085_sub2_s100","failband2_F085_sub2_s100","static_residual_broad_default","WARN",TRUE,63.046,"summary_row_csv","","Promoted `failband2_F085_sub2_s100` because it upgraded the original FAIL baseline to `WARN` with explicit health evidence.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/mcmc/mcmc_exal_tau_0p05_fit_failband2_F085_sub2_s100.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_health_failband2_F085_sub2_s100_exal_normal_TT1000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_normal.csv"
"static_shrink::normal::0p05::1000::ridge::al::vb","static_shrink::normal::0p05::1000::ridge","root__static_shrink__normal__tau_0p05__tt_1000__ridge","static_shrink","static_shrink","normal","0p05",1000,"ridge","vb","al","vb__al","baseline_original","baseline","baseline","baseline","baseline_original","PASS",TRUE,,"method_signoff_long","vb_converged; stable_tail","Baseline original fit already healthy; repaired candidates did not strictly improve the gate.","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/fits/vb/vb_al_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000/tables/method_signoff_long.csv",""
