"original_case_key","original_scenario_key","block","family","tau","fit_size","prior_semantics","model","inference","candidate_source_type","candidate_source_subtype","source_rank","selected_candidate","selected_variant_tag","selected_fit_path","selected_health_path","selected_summary_path","source_path","gate_overall","healthy","runtime_sec","evidence_note"
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P2_exdqlm_tau0p25_tt5000_s2026032713","adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P2_exdqlm_tau0p25_tt5000_s2026032713","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P2_exdqlm_tau0p25_tt5000_s2026032713.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P2_exdqlm_tau0p25_tt5000_s2026032713_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P2_exdqlm_tau0p25_tt5000_s2026032713.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P2_exdqlm_tau0p25_tt5000_s2026032713.csv","FAIL",FALSE,16048.658,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P3_exdqlm_tau0p25_tt5000_s2026032723","adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P3_exdqlm_tau0p25_tt5000_s2026032723","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P3_exdqlm_tau0p25_tt5000_s2026032723.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P3_exdqlm_tau0p25_tt5000_s2026032723_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P3_exdqlm_tau0p25_tt5000_s2026032723.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P3_exdqlm_tau0p25_tt5000_s2026032723.csv","FAIL",FALSE,16263.213,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P1_exdqlm_tau0p25_tt5000_s2026032703","adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P1_exdqlm_tau0p25_tt5000_s2026032703","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P1_exdqlm_tau0p25_tt5000_s2026032703.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P1_exdqlm_tau0p25_tt5000_s2026032703_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P1_exdqlm_tau0p25_tt5000_s2026032703.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_pilot_20260326_050105_23608_2627313_laplace_d4_P1_exdqlm_tau0p25_tt5000_s2026032703.csv","FAIL",FALSE,16732.999,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"slice_wave2_20260319_laplace_indep5r","slice_wave2_20260319_laplace_indep5r","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_slice_wave2_20260319_laplace_indep5r.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_slice_wave2_20260319_laplace_indep5r_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319_laplace_indep5r.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319_laplace_indep5r.csv","FAIL",FALSE,18441.913,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"slice_wave2_20260319_laplace_indep2","slice_wave2_20260319_laplace_indep2","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_slice_wave2_20260319_laplace_indep2.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_slice_wave2_20260319_laplace_indep2_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319_laplace_indep2.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319_laplace_indep2.csv","FAIL",FALSE,18655.796,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"slice_wave2_20260319_laplace_indep4r_20260324","slice_wave2_20260319_laplace_indep4r_20260324","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_slice_wave2_20260319_laplace_indep4r_20260324.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_slice_wave2_20260319_laplace_indep4r_20260324_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319_laplace_indep4r_20260324.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319_laplace_indep4r_20260324.csv","FAIL",FALSE,21439.802,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"wave2_laplace_d3_slice_ess_20260324","wave2_laplace_d3_slice_ess_20260324","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_wave2_laplace_d3_slice_ess_20260324.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_wave2_laplace_d3_slice_ess_20260324_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_wave2_laplace_d3_slice_ess_20260324.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_wave2_laplace_d3_slice_ess_20260324.csv","FAIL",FALSE,26901.819,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"joint_recovery_laplace_d3_r1_20260325","joint_recovery_laplace_d3_r1_20260325","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_joint_recovery_laplace_d3_r1_20260325.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_joint_recovery_laplace_d3_r1_20260325_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_joint_recovery_laplace_d3_r1_20260325.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_joint_recovery_laplace_d3_r1_20260325.csv","FAIL",FALSE,29235.069,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"joint_recovery_laplace_d4_r2_20260325","joint_recovery_laplace_d4_r2_20260325","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_joint_recovery_laplace_d4_r2_20260325.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_joint_recovery_laplace_d4_r2_20260325_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_joint_recovery_laplace_d4_r2_20260325.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_joint_recovery_laplace_d4_r2_20260325.csv","FAIL",FALSE,29396.902,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"wave2_laplace_d4_laplace_rw_20260324","wave2_laplace_d4_laplace_rw_20260324","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_wave2_laplace_d4_laplace_rw_20260324.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_wave2_laplace_d4_laplace_rw_20260324_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_wave2_laplace_d4_laplace_rw_20260324.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_wave2_laplace_d4_laplace_rw_20260324.csv","FAIL",FALSE,39440.587,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"adaptive_prod_20260326_050105_23608_2627313_laplace_d3_prod_P1_s2_exdqlm_tau0p25_tt5000_s2026033602","adaptive_prod_20260326_050105_23608_2627313_laplace_d3_prod_P1_s2_exdqlm_tau0p25_tt5000_s2026033602","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_adaptive_prod_20260326_050105_23608_2627313_laplace_d3_prod_P1_s2_exdqlm_tau0p25_tt5000_s2026033602.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_adaptive_prod_20260326_050105_23608_2627313_laplace_d3_prod_P1_s2_exdqlm_tau0p25_tt5000_s2026033602_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_prod_20260326_050105_23608_2627313_laplace_d3_prod_P1_s2_exdqlm_tau0p25_tt5000_s2026033602.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_prod_20260326_050105_23608_2627313_laplace_d3_prod_P1_s2_exdqlm_tau0p25_tt5000_s2026033602.csv","FAIL",FALSE,46616.163,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p25::5000::default::exdqlm::mcmc","dynamic::laplace::0p25::5000::default","dynamic","laplace","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"adaptive_prod_20260326_050105_23608_2627313_laplace_d4_prod_P2_s1_exdqlm_tau0p25_tt5000_s2026033701","adaptive_prod_20260326_050105_23608_2627313_laplace_d4_prod_P2_s1_exdqlm_tau0p25_tt5000_s2026033701","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_adaptive_prod_20260326_050105_23608_2627313_laplace_d4_prod_P2_s1_exdqlm_tau0p25_tt5000_s2026033701.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_adaptive_prod_20260326_050105_23608_2627313_laplace_d4_prod_P2_s1_exdqlm_tau0p25_tt5000_s2026033701_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_prod_20260326_050105_23608_2627313_laplace_d4_prod_P2_s1_exdqlm_tau0p25_tt5000_s2026033701.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_adaptive_prod_20260326_050105_23608_2627313_laplace_d4_prod_P2_s1_exdqlm_tau0p25_tt5000_s2026033701.csv","FAIL",FALSE,46847.404,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::laplace::0p95::5000::default::exdqlm::mcmc","dynamic::laplace::0p95::5000::default","dynamic","laplace","0p95",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"tierA_sync_20260322_Q04_exdqlm_tau0p95_tt5000_laplace","tierA_sync_20260322_Q04_exdqlm_tau0p95_tt5000_laplace","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_tierA_sync_20260322_Q04_exdqlm_tau0p95_tt5000_laplace.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_tierA_sync_20260322_Q04_exdqlm_tau0p95_tt5000_laplace_exdqlm_laplace_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q04_exdqlm_tau0p95_tt5000_laplace.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q04_exdqlm_tau0p95_tt5000_laplace.csv","PASS",TRUE,19448.623,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::normal::0p05::5000::default::dqlm::mcmc","dynamic::normal::0p05::5000::default","dynamic","normal","0p05",5000,"default","dqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"tierA_sync_20260322_Q01_dqlm_tau0p05_tt5000_normal","tierA_sync_20260322_Q01_dqlm_tau0p05_tt5000_normal","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_dqlm_tau_0p05_fit_tierA_sync_20260322_Q01_dqlm_tau0p05_tt5000_normal.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_tierA_sync_20260322_Q01_dqlm_tau0p05_tt5000_normal_dqlm_normal_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q01_dqlm_tau0p05_tt5000_normal.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q01_dqlm_tau0p05_tt5000_normal.csv","PASS",TRUE,18534.76,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::normal::0p05::5000::default::dqlm::mcmc","dynamic::normal::0p05::5000::default","dynamic","normal","0p05",5000,"default","dqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"tierA_dqlm_smoke_20260322","tierA_dqlm_smoke_20260322","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_dqlm_tau_0p05_fit.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_tierA_dqlm_smoke_20260322_dqlm_normal_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_dqlm_smoke_20260322.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_dqlm_smoke_20260322.csv","WARN",TRUE,9403.05389094353,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::normal::0p25::500::default::dqlm::mcmc","dynamic::normal::0p25::500::default","dynamic","normal","0p25",500,"default","dqlm","mcmc","hybrid_291_selection","dynamic_historical_reusable",4,"row57_cppgig_same_seed_20260330","row57_cppgig_same_seed_20260330","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_dqlm_tau_0p25_fit_row57_cppgig_same_seed_20260330.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_row57_cppgig_same_seed_20260330/health/health_0057.csv",,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/full288_row57_cppgig_same_seed_20260330/health/health_0057.csv","PASS",TRUE,176.544,"Existing healthy dynamic-tail artifact reused without repair."
"dynamic::normal::0p25::500::default::exdqlm::mcmc","dynamic::normal::0p25::500::default","dynamic","normal","0p25",500,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"slice_wave1_20260319","slice_wave1_20260319","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_slice_wave1_20260319.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_slice_wave1_20260319_normal_TT500.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave1_20260319.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave1_20260319.csv","WARN",TRUE,742.807,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::normal::0p25::5000::default::exdqlm::mcmc","dynamic::normal::0p25::5000::default","dynamic","normal","0p25",5000,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"slice_wave2_20260319","slice_wave2_20260319","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000/fits/mcmc/mcmc_exdqlm_tau_0p25_fit_slice_wave2_20260319.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_slice_wave2_20260319_normal_TT5000.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_slice_wave2_20260319.csv","WARN",TRUE,16500.059,"Archived dynamic summary candidate harvested into original-288 recovery pool."
"dynamic::normal::0p95::500::default::exdqlm::mcmc","dynamic::normal::0p95::500::default","dynamic","normal","0p95",500,"default","exdqlm","mcmc","dynamic_summary_csv","dynamic_archive_summary",5,"tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal","tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500/fits/mcmc/mcmc_exdqlm_tau_0p95_fit_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal.rds","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal_exdqlm_normal_TT500.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal.csv","/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/tools/merge_reports/LOCAL_dynamic_case_health_summary_tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal.csv","PASS",TRUE,1645.373,"Archived dynamic summary candidate harvested into original-288 recovery pool."
